pair_id,pair_index,drugbank_id,uniprot_id,affinity_pred_value,affinity_probability_binary,affinity_pred_value1,affinity_probability_binary1,affinity_pred_value2,affinity_probability_binary2,confidence_score,ptm,iptm,ligand_iptm,protein_iptm,complex_plddt,complex_iplddt,complex_pde,complex_ipde,confidence_tier,affinity_tier
141_A1Z1Q3_DB00631,141,DB00631,A1Z1Q3,1.6574242115020752,0.6152892708778381,1.9339579343795776,0.7864766120910645,1.3808903694152832,0.44410189986228943,0.735486626625061,0.6922910809516907,0.9705014228820801,0.9705014228820801,0.0,0.6767328977584839,0.7635163068771362,1.921563982963562,2.490628480911255,medium_confidence,medium_affinity
142_A1Z1Q3_DB00640,142,DB00640,A1Z1Q3,2.090669631958008,0.5507329702377319,2.7087783813476562,0.6713786125183105,1.4725607633590698,0.4300873577594757,0.7289368510246277,0.662028431892395,0.9717705249786377,0.9717705249786377,0.0,0.6682284474372864,0.7621757984161377,2.079469919204712,2.429462194442749,medium_confidence,medium_affinity
148_A1Z1Q3_DB04335,148,DB04335,A1Z1Q3,2.2231605052948,0.5131272077560425,2.4407095909118652,0.6757795810699463,2.0056114196777344,0.35047489404678345,0.6967725157737732,0.6998040676116943,0.8289610147476196,0.8289610147476196,0.0,0.6637253165245056,0.6804931163787842,2.0014898777008057,4.055622577667236,medium_confidence,high_affinity
149_A1Z1Q3_DB06213,149,DB06213,A1Z1Q3,1.6973501443862915,0.5138335227966309,2.210198402404785,0.6924709677696228,1.1845018863677979,0.33519604802131653,0.7172934412956238,0.6585788726806641,0.9333838820457458,0.9333838820457458,0.0,0.6632707715034485,0.7267656922340393,2.04390287399292,2.8987953662872314,medium_confidence,medium_affinity
152_A2RI47_DB00152,152,DB00152,A2RI47,0.09515085816383362,0.9392259120941162,0.5279661417007446,0.9478086829185486,-0.3376644253730774,0.9306431412696838,0.9784219861030579,0.9663821458816528,0.9763423204421997,0.9763423204421997,0.0,0.9789418578147888,0.9769799113273621,0.3137613832950592,0.42447736859321594,high_confidence,medium_affinity
153_A2RI47_DB00440,153,DB00440,A2RI47,0.04191111773252487,0.500271201133728,0.14345136284828186,0.6143347024917603,-0.05962912365794182,0.3862076699733734,0.9671772122383118,0.9682813882827759,0.957528829574585,0.957528829574585,0.0,0.9695892930030823,0.9365504384040833,0.30959296226501465,0.4877539575099945,medium_confidence,medium_affinity
155_A2RI47_DB08966,155,DB08966,A2RI47,1.1391668319702148,0.596928596496582,1.8608429431915283,0.8159497380256653,0.417490690946579,0.3779074549674988,0.9491289258003235,0.9601605534553528,0.9234105348587036,0.9234105348587036,0.0,0.9555584788322449,0.8910961151123047,0.3921058773994446,0.7077109217643738,medium_confidence,medium_affinity
157_A2RP81_DB00267,157,DB00267,A2RP81,-1.0385029315948486,0.9385569095611572,-0.5777117609977722,0.9514378905296326,-1.4992940425872803,0.9256758689880371,0.9464449882507324,0.911146342754364,0.9739291071891785,0.9739291071891785,0.0,0.9395739436149597,0.9351189732551575,0.41370436549186707,0.4934215545654297,high_confidence,medium_affinity
158_A2RP81_DB00274,158,DB00274,A2RP81,-0.4828411340713501,0.7109812498092651,-0.7209266424179077,0.8198400139808655,-0.2447555959224701,0.6021224856376648,0.9468866586685181,0.9179359674453735,0.9691205024719238,0.9691205024719238,0.0,0.941328227519989,0.9278889298439026,0.4048950672149658,0.5487468838691711,high_confidence,medium_affinity
159_A2RP81_DB00301,159,DB00301,A2RP81,-0.5754402279853821,0.9253841638565063,-0.2920995056629181,0.9386283755302429,-0.8587809205055237,0.9121400117874146,0.9520224928855896,0.9143862724304199,0.9780083894729614,0.9780083894729614,0.0,0.9455260038375854,0.9542868137359619,0.4114462733268738,0.4810341000556946,high_confidence,medium_affinity
160_A2RP81_DB00319,160,DB00319,A2RP81,-1.3670878410339355,0.9806503057479858,-1.8008699417114258,0.9999207258224487,-0.9333057403564453,0.9613798260688782,0.9501722455024719,0.9131762385368347,0.9792108535766602,0.9792108535766602,0.0,0.9429126381874084,0.9478580355644226,0.412070631980896,0.4765622615814209,high_confidence,medium_affinity
161_A2RP81_DB00355,161,DB00355,A2RP81,0.01142953336238861,0.7095458507537842,0.38153886795043945,0.6428906321525574,-0.35867980122566223,0.776201069355011,0.9468548893928528,0.9288638830184937,0.9769420027732849,0.9769420027732849,0.0,0.9393331408500671,0.9317049384117126,0.3668726086616516,0.490182101726532,high_confidence,medium_affinity
162_A2RP81_DB00415,162,DB00415,A2RP81,-0.28630712628364563,0.919402003288269,-0.08489836752414703,0.8745875954627991,-0.4877158999443054,0.9642163515090942,0.9527642130851746,0.9174663424491882,0.9845976233482361,0.9845976233482361,0.0,0.944805920124054,0.9473793506622314,0.37439239025115967,0.4079931378364563,high_confidence,medium_affinity
163_A2RP81_DB00417,163,DB00417,A2RP81,0.2645930349826813,0.8435913920402527,0.5324272513389587,0.7287347912788391,-0.0032411590218544006,0.9584479928016663,0.9466792941093445,0.9221023917198181,0.9757395386695862,0.9757395386695862,0.0,0.9394142627716064,0.9271469116210938,0.37851816415786743,0.4457736909389496,high_confidence,medium_affinity
164_A2RP81_DB00438,164,DB00438,A2RP81,-1.005732536315918,0.9287666082382202,-0.7441914081573486,0.9337864518165588,-1.2672737836837769,0.9237467646598816,0.9450055360794067,0.9204916954040527,0.9800904989242554,0.9800904989242554,0.0,0.9362342953681946,0.9363816380500793,0.38055479526519775,0.4468996524810791,high_confidence,medium_affinity
165_A2RP81_DB00456,165,DB00456,A2RP81,-1.4054486751556396,0.9783414602279663,-1.5618767738342285,0.9980769157409668,-1.2490205764770508,0.958605945110321,0.9360410571098328,0.9188688397407532,0.9775621891021729,0.9775621891021729,0.0,0.9256608486175537,0.9216529726982117,0.40997371077537537,0.4694758653640747,high_confidence,medium_affinity
166_A2RP81_DB00485,166,DB00485,A2RP81,-0.6852912902832031,0.9106885194778442,-0.5028513669967651,0.9347637295722961,-0.8677312731742859,0.8866132497787476,0.9498581290245056,0.9161061644554138,0.9802382588386536,0.9802382588386536,0.0,0.9422630667686462,0.9497954249382019,0.37673521041870117,0.4382333755493164,high_confidence,medium_affinity
167_A2RP81_DB00493,167,DB00493,A2RP81,-1.6484770774841309,0.9664832353591919,-1.4581443071365356,0.9831357598304749,-1.8388097286224365,0.9498307704925537,0.9516691565513611,0.9310632944107056,0.981830894947052,0.981830894947052,0.0,0.9441286325454712,0.9459635019302368,0.3582201302051544,0.44853475689888,high_confidence,low_affinity
168_A2RP81_DB00535,168,DB00535,A2RP81,-1.6574368476867676,0.9752026796340942,-1.500304937362671,0.9933033585548401,-1.8145686388015747,0.9571019411087036,0.9497513175010681,0.9197239875793457,0.9842767715454102,0.9842767715454102,0.0,0.941119909286499,0.9445010423660278,0.3741340935230255,0.44104886054992676,high_confidence,low_affinity
169_A2RP81_DB00567,169,DB00567,A2RP81,-1.4422738552093506,0.98033607006073,-1.521091103553772,0.9906651973724365,-1.3634567260742188,0.9700070023536682,0.9507876634597778,0.9217382073402405,0.986531674861908,0.986531674861908,0.0,0.9418516159057617,0.9514879584312439,0.36684489250183105,0.3823903799057007,high_confidence,medium_affinity
170_A2RP81_DB00578,170,DB00578,A2RP81,-0.28113746643066406,0.946003794670105,-0.42297738790512085,0.932293176651001,-0.13929754495620728,0.9597144722938538,0.9533047676086426,0.9268454313278198,0.982420802116394,0.982420802116394,0.0,0.9460257291793823,0.9371169209480286,0.3537493348121643,0.4272744953632355,high_confidence,medium_affinity
171_A2RP81_DB00607,171,DB00607,A2RP81,-0.3557615280151367,0.8970130681991577,-0.37862157821655273,0.8811883330345154,-0.3329014480113983,0.9128377437591553,0.9496092796325684,0.9263052940368652,0.9858111143112183,0.9858111143112183,0.0,0.9405588507652283,0.9371048808097839,0.3572908937931061,0.413381427526474,high_confidence,medium_affinity
172_A2RP81_DB00671,172,DB00671,A2RP81,-1.3603179454803467,0.937456488609314,-1.5554187297821045,0.9713539481163025,-1.1652171611785889,0.9035590887069702,0.9530245661735535,0.9248913526535034,0.9803104996681213,0.9803104996681213,0.0,0.9462031126022339,0.939839243888855,0.36774489283561707,0.4359492063522339,high_confidence,medium_affinity
173_A2RP81_DB00689,173,DB00689,A2RP81,-1.943465232849121,0.9873624444007874,-2.1714720726013184,0.9991753697395325,-1.7154582738876343,0.9755495190620422,0.9540098309516907,0.9350051879882812,0.9835644364356995,0.9835644364356995,0.0,0.9466211199760437,0.9511846303939819,0.34908682107925415,0.4205543100833893,high_confidence,low_affinity
175_A2RP81_DB00713,175,DB00713,A2RP81,-0.5345603227615356,0.9470323324203491,-0.20657965540885925,0.9504615068435669,-0.8625410199165344,0.9436030983924866,0.953713059425354,0.9212979078292847,0.9832988977432251,0.9832988977432251,0.0,0.9463165998458862,0.9528008699417114,0.36300864815711975,0.42222538590431213,high_confidence,medium_affinity
177_A2RP81_DB00760,177,DB00760,A2RP81,0.2693934738636017,0.635357141494751,-0.18028362095355988,0.7630791664123535,0.719070553779602,0.5076351761817932,0.9449939727783203,0.9117550253868103,0.9530916213989258,0.9530916213989258,0.0,0.9429696202278137,0.9086143970489502,0.42530596256256104,0.5729162693023682,medium_confidence,medium_affinity
178_A2RP81_DB00833,178,DB00833,A2RP81,-1.1122376918792725,0.9693003296852112,-1.083986520767212,0.9668225646018982,-1.1404889822006226,0.9717780947685242,0.9525682330131531,0.92214435338974,0.9859480261802673,0.9859480261802673,0.0,0.9442233443260193,0.9465534090995789,0.35932883620262146,0.4057585895061493,high_confidence,medium_affinity
179_A2RP81_DB00923,179,DB00923,A2RP81,-0.8372060060501099,0.8834359645843506,-1.1064037084579468,0.9507526159286499,-0.568008303642273,0.8161193132400513,0.9442707300186157,0.9199472069740295,0.9649431705474854,0.9649431705474854,0.0,0.9391026496887207,0.9131466746330261,0.4112762212753296,0.5647490620613098,high_confidence,medium_affinity
180_A2RP81_DB00948,180,DB00948,A2RP81,-0.6667858958244324,0.9572257995605469,-0.9689697027206421,0.9879344701766968,-0.36460211873054504,0.9265171885490417,0.9420995712280273,0.9179503917694092,0.9742624759674072,0.9742624759674072,0.0,0.9340587854385376,0.9158209562301636,0.39235109090805054,0.5127081274986267,high_confidence,medium_affinity
181_A2RP81_DB01000,181,DB01000,A2RP81,0.16634103655815125,0.8803300857543945,-0.21291445195674896,0.8909133672714233,0.5455965399742126,0.869746744632721,0.9507307410240173,0.9213821887969971,0.978073239326477,0.978073239326477,0.0,0.9438950419425964,0.936302661895752,0.37974318861961365,0.4713168442249298,high_confidence,medium_affinity
182_A2RP81_DB01053,182,DB01053,A2RP81,0.021925240755081177,0.9205772876739502,0.12472966313362122,0.8688220381736755,-0.08087918162345886,0.9723325967788696,0.9495490193367004,0.9122346043586731,0.9827317595481873,0.9827317595481873,0.0,0.9412533640861511,0.9523591995239258,0.39871877431869507,0.40439945459365845,high_confidence,medium_affinity
183_A2RP81_DB01060,183,DB01060,A2RP81,-0.36681243777275085,0.9193668365478516,-0.10774213820695877,0.8767333030700684,-0.6258827447891235,0.96200031042099,0.9479021430015564,0.9214317798614502,0.9837601780891418,0.9837601780891418,0.0,0.9389375448226929,0.9373105764389038,0.3687843978404999,0.40768295526504517,high_confidence,medium_affinity
184_A2RP81_DB01061,184,DB01061,A2RP81,-0.6270419359207153,0.9767971634864807,-1.0201435089111328,0.9976832866668701,-0.23394036293029785,0.9559110403060913,0.949309766292572,0.9207490682601929,0.980149507522583,0.980149507522583,0.0,0.9415997862815857,0.9367656111717224,0.3752780556678772,0.4623195230960846,high_confidence,medium_affinity
185_A2RP81_DB01066,185,DB01066,A2RP81,-1.2876094579696655,0.9337470531463623,-1.3001474142074585,0.9915496110916138,-1.2750715017318726,0.8759444952011108,0.9436416029930115,0.9245786070823669,0.9790024161338806,0.9790024161338806,0.0,0.9348013997077942,0.9364138245582581,0.3860437572002411,0.44407105445861816,high_confidence,medium_affinity
186_A2RP81_DB01112,186,DB01112,A2RP81,-1.3721214532852173,0.9683580994606018,-0.958396315574646,0.9756689071655273,-1.7858465909957886,0.9610472917556763,0.9536083340644836,0.928824782371521,0.9785919785499573,0.9785919785499573,0.0,0.9473623633384705,0.938447892665863,0.3634706437587738,0.4729594588279724,high_confidence,medium_affinity
187_A2RP81_DB01139,187,DB01139,A2RP81,-1.0421241521835327,0.9559412002563477,-1.190691351890564,0.982470691204071,-0.8935568928718567,0.9294117093086243,0.9416740536689758,0.9181413054466248,0.9638763666152954,0.9638763666152954,0.0,0.9361234307289124,0.9185096025466919,0.4104720652103424,0.545536458492279,high_confidence,medium_affinity
188_A2RP81_DB01147,188,DB01147,A2RP81,-0.5302630662918091,0.9188877940177917,-0.2982746362686157,0.9183698892593384,-0.7622515559196472,0.9194056987762451,0.9482461214065552,0.9182336926460266,0.9803048968315125,0.9803048968315125,0.0,0.9402313828468323,0.9312080144882202,0.38228675723075867,0.45469948649406433,high_confidence,medium_affinity
189_A2RP81_DB01163,189,DB01163,A2RP81,0.624494731426239,0.7520356178283691,0.7854779958724976,0.6855624914169312,0.46351149678230286,0.8185086846351624,0.9495572447776794,0.9233983755111694,0.9784547090530396,0.9784547090530396,0.0,0.9423328638076782,0.9356085062026978,0.3742666244506836,0.4872560203075409,high_confidence,medium_affinity
190_A2RP81_DB01212,190,DB01212,A2RP81,-0.8522850275039673,0.8575194478034973,-0.7291800379753113,0.8612834811210632,-0.9753900170326233,0.8537554144859314,0.9366039633750916,0.922034502029419,0.9665440320968628,0.9665440320968628,0.0,0.9291188716888428,0.8834503293037415,0.39106959104537964,0.5082488656044006,high_confidence,medium_affinity
191_A2RP81_DB01326,191,DB01326,A2RP81,-0.8298666477203369,0.9265546798706055,-0.9692127704620361,0.9679884314537048,-0.6905205845832825,0.8851209282875061,0.9498472213745117,0.9166846871376038,0.9730498194694519,0.9730498194694519,0.0,0.9440466165542603,0.92704176902771,0.3941986560821533,0.4892069697380066,high_confidence,medium_affinity
192_A2RP81_DB01329,192,DB01329,A2RP81,-1.6211888790130615,0.9602909088134766,-2.0442843437194824,0.9995343685150146,-1.1980935335159302,0.9210474491119385,0.9332365989685059,0.9243999719619751,0.9785267114639282,0.9785267114639282,0.0,0.9219140410423279,0.9334715008735657,0.40378010272979736,0.45449838042259216,high_confidence,low_affinity
